source_id,display_name,first_name,surname1,surname2,birth_date,country_id,country_name,broad_position,team_id,team_name,origin,source,overall,attribute_source,profile_review_required,historical_position_1993_94,historical_club_1994,historical_birth_place_text,individual_profile_source,individual_profile_source_url,duplicate_check,matched_existing_id,asset_filename,bdfutbol_id,bdfutbol_url,bdfutbol_search_name,photo_status,creation_batch,identity_source,identity_source_url,verified_national_pool_year,profile_review_batch,profile_confidence,world_cup_1994_team_code,world_cup_1994_shirt_number,photo_filename,historical_nationality_text,country_id_status,source_profile_position,photo_width,photo_height,photo_format,photo_mode,photo_source,photo_source_url,profile_source_note,name_transliterations,historical_birth_year_only,historical_birth_state,birth_territory_country_id,citizenship_1993_resolution,represented_selection_country_ids,attribute_comparable_source_ids,attribute_comparable_repair_reason
9494006,Antony de Ávila,Antony,de Ávila,,1962-12-21,26,Colombia,DEL,9400026,Otros-Colombia,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,320520,https://www.bdfutbol.com/en/j/j320520.html,Antony de Ávila,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,COL,7,9494006.jpg,,,,,,,,,,,,,,,,,,
9494007,John Harold Lozano,John Harold,Lozano,,1972-03-30,26,Colombia,MED,9400026,Otros-Colombia,,,76,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,1300,https://www.bdfutbol.com/en/j/j1300.html,John Harold Lozano,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,COL,8,9494007.jpg,,,,,,,,,,,,,,,,,,
9494008,Iván Valenciano,Iván,Valenciano,,1972-03-18,26,Colombia,DEL,9400026,Otros-Colombia,,,75,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,81262,https://www.bdfutbol.com/en/j/j81262.html,Iván Valenciano,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,COL,9,9494008.jpg,,,,,,,,,,,,,,,,,,
9494009,Néstor Ortiz,Néstor,Ortiz,,1968-09-20,26,Colombia,DEF,9400026,Otros-Colombia,,,74,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179926,Néstor Ortiz,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,COL,13,9494009.jpg,,,,,,,,,,,,,,,,,,
9494010,Leonel Álvarez,Leonel,Álvarez,,1965-07-29,26,Colombia,MED,9400026,Otros-Colombia,,,80,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,1747,https://www.bdfutbol.com/en/j/j1747.html,Leonel Álvarez,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,COL,14,9494010.jpg,,,,,,,,,,,,,,,,,,
9494011,Mauricio Serna,Mauricio,Serna,,1968-01-22,26,Colombia,MED,9400026,Otros-Colombia,,,74,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,50632,https://www.bdfutbol.com/en/j/j50632.html,Mauricio Serna,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,COL,17,9494011.jpg,,,,,,,,,,,,,,,,,,
9494012,Óscar Cortés,Óscar,Cortés,,1968-10-19,26,Colombia,DEF,9400026,Otros-Colombia,,,73,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179928,Óscar Cortés,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,COL,18,9494012.jpg,,,,,,,,,,,,,,,,,,
9494013,Wilson Pérez,Wilson,Pérez,,1967-08-06,26,Colombia,DEF,9400026,Otros-Colombia,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,,Wilson Pérez,pending,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,COL,20,9494013.jpg,,,,,,,,,,,,,,,,,,
9494014,José María Pazo,José María,Pazo,,1964-04-04,26,Colombia,POR,9400026,Otros-Colombia,,,75,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179929,José María Pazo,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,COL,22,9494014.jpg,,,,,,,,,,,,,,,,,,
9494015,Florin Prunea,Florin,Prunea,,1968-08-08,72,Rumanía,POR,9400072,Otros-Rumanía,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,701861,https://www.bdfutbol.com/en/j/j701861.html,Florin Prunea,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,ROU,1,9494015.jpg,,,,,,,,,,,,,,,,,,
9494016,Daniel Prodan,Daniel,Prodan,,1972-03-23,72,Rumanía,DEF,9400072,Otros-Rumanía,,,79,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,499,https://www.bdfutbol.com/en/j/j499.html,Daniel Prodan,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,ROU,3,9494016.jpg,,,,,,,,,,,,,,,,,,
9494017,Dorinel Ionel Munteanu,Dorinel Ionel,Munteanu,,1968-06-25,72,Rumanía,MED,455,Cercle Brugge KSV,,,79,fixed_source_comparable_role_correction_0.42,True,Midfielder (exact role unresolved),Cercle Brugge,,,,belgium_1993_94_identity_gate,,,90085,https://www.bdfutbol.com/en/j/j90085.html,Dorinel Ionel Munteanu,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,ROU,7,9494017.jpg,,,,,,,,,,,,,,,,,,
9494018,Iulian Chiriță,Iulian,Chiriță,,1967-02-02,72,Rumanía,MED,9400072,Otros-Rumanía,,,75,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179089,Iulian Chiriță,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,ROU,8,9494018.jpg,,,,,,,,,,,,,,,,,,
9494019,Ilie Dumitrescu,Ilie,Dumitrescu,,1969-01-06,72,Rumanía,DEL,9400072,Otros-Rumanía,,,82,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,1094,https://www.bdfutbol.com/en/j/j1094.html,Ilie Dumitrescu,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,ROU,11,9494019.jpg,,,,,,,,,,,,,,,,,,
9494020,Bogdan Stelea,Bogdan,Stelea,,1967-12-05,72,Rumanía,POR,409,R Standard Liège,,,77,fixed_source_comparable_review_0.23,False,Goalkeeper,Standard Liège,,,,belgium_1993_94_identity_gate,,,327,https://www.bdfutbol.com/en/j/j327.html,Bogdan Stelea,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,ROU,12,9494020.jpg,,,,,,,,,,,,,,,,,,
9494021,Tibor Selymes,Tibor,Selymes,,1970-05-14,72,Rumanía,DEF,455,Cercle Brugge KSV,,,77,fixed_source_comparable_review_0.23,False,Left Back,Cercle Brugge,,,,belgium_1993_94_identity_gate,,,99904,https://www.bdfutbol.com/en/j/j99904.html,Tibor Selymes,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,ROU,13,9494021.jpg,,,,,,,,,,,,,,,,,,
9494022,Gheorghe Mihali,Gheorghe,Mihali,,1965-12-09,72,Rumanía,DEF,9400072,Otros-Rumanía,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,87730,https://www.bdfutbol.com/en/j/j87730.html,Gheorghe Mihali,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,ROU,14,9494022.jpg,,,,,,,,,,,,,,,,,,
9494023,Basarab Panduru,Basarab,Panduru,,1970-07-11,72,Rumanía,MED,9400072,Otros-Rumanía,,,78,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,89199,https://www.bdfutbol.com/en/j/j89199.html,Basarab Panduru,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,ROU,15,9494023.jpg,,,,,,,,,,,,,,,,,,
9494024,Ion Vlădoiu,Ion,Vlădoiu,,1968-11-05,72,Rumanía,DEL,9400072,Otros-Rumanía,,,76,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,98480,https://www.bdfutbol.com/en/j/j98480.html,Ion Vlădoiu,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,ROU,16,9494024.jpg,,,,,,,,,,,,,,,,,,
9494025,Viorel Moldovan,Viorel,Moldovan,,1972-07-08,72,Rumanía,DEL,9400072,Otros-Rumanía,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,99130,https://www.bdfutbol.com/en/j/j99130.html,Viorel Moldovan,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,ROU,17,9494025.jpg,,,,,,,,,,,,,,,,,,
9494026,Constantin Gâlcă,Constantin,Gâlcă,,1972-03-08,72,Rumanía,MED,9400072,Otros-Rumanía,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,452,https://www.bdfutbol.com/en/j/j452.html,Constantin Gâlcă,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,ROU,18,9494026.jpg,,,,,,,,,,,,,,,,,,
9494027,Corneliu Papură,Corneliu,Papură,,1973-09-05,72,Rumanía,DEF,9400072,Otros-Rumanía,,,75,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,87580,https://www.bdfutbol.com/en/j/j87580.html,Corneliu Papură,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,ROU,19,9494027.jpg,,,,,,,,,,,,,,,,,,
9494028,Ovidiu Stîngă,Ovidiu,Stîngă,,1972-12-05,72,Rumanía,MED,9400072,Otros-Rumanía,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,2146,https://www.bdfutbol.com/en/j/j2146.html,Ovidiu Stîngă,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,ROU,20,9494028.jpg,,,,,,,,,,,,,,,,,,
9494029,Marian Ivan,Marian,Ivan,,1969-01-06,72,Rumanía,DEL,9400072,Otros-Rumanía,,,76,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179090,Marian Ivan,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,ROU,21,9494029.jpg,,,,,,,,,,,,,,,,,,
9494030,Ștefan Preda,Ștefan,Preda,,1970-06-18,72,Rumanía,POR,9400072,Otros-Rumanía,,,76,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179091,Ștefan Preda,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,ROU,22,9494030.jpg,,,,,,,,,,,,,,,,,,
9494031,Marco Pascolo,Marco,Pascolo,,1966-05-09,80,Suiza,POR,9400080,Otros-Suiza,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,91255,https://www.bdfutbol.com/en/j/j91255.html,Marco Pascolo,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,CHE,1,9494031.jpg,,,,,,,,,,,,,,,,,,
9494032,Marc Hottiger,Marc,Hottiger,,1967-11-07,80,Suiza,DEF,9400080,Otros-Suiza,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,99224,https://www.bdfutbol.com/en/j/j99224.html,Marc Hottiger,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,CHE,2,9494032.jpg,,,,,,,,,,,,,,,,,,
9494033,Yvan Quentin,Yvan,Quentin,,1970-05-02,80,Suiza,DEF,9400080,Otros-Suiza,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,701854,https://www.bdfutbol.com/en/j/j701854.html,Yvan Quentin,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,CHE,3,9494033.jpg,,,,,,,,,,,,,,,,,,
9494034,Dominique Herr,Dominique,Herr,,1965-10-25,80,Suiza,MED,9400080,Otros-Suiza,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179087,Dominique Herr,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,CHE,4,9494034.jpg,,,,,,,,,,,,,,,,,,
9494035,Alain Geiger,Alain,Geiger,,1960-11-05,80,Suiza,DEF,9400080,Otros-Suiza,,,79,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,52998,https://www.bdfutbol.com/en/j/j52998.html,Alain Geiger,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,CHE,5,9494035.jpg,,,,,,,,,,,,,,,,,,
9494036,Georges Bregy,Georges,Bregy,,1958-01-17,80,Suiza,MED,9400080,Otros-Suiza,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,710740,https://www.bdfutbol.com/en/j/j710740.html,Georges Bregy,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,CHE,6,9494036.jpg,,,,,,,,,,,,,,,,,,
9494037,Christophe Ohrel,Christophe,Ohrel,,1968-04-07,80,Suiza,DEF,9400080,Otros-Suiza,,,76,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,89099,https://www.bdfutbol.com/en/j/j89099.html,Christophe Ohrel,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,CHE,8,9494037.jpg,,,,,,,,,,,,,,,,,,
9494038,Stephan Lehmann,Stephan,Lehmann,,1963-08-15,80,Suiza,POR,9400080,Otros-Suiza,,,76,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,701856,https://www.bdfutbol.com/en/j/j701856.html,Stephan Lehmann,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,CHE,12,9494038.jpg,,,,,,,,,,,,,,,,,,
9494039,André Egli,André,Egli,,1958-05-08,80,Suiza,DEF,9400080,Otros-Suiza,,,74,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,86249,https://www.bdfutbol.com/en/j/j86249.html,André Egli,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,CHE,13,9494039.jpg,,,,,,,,,,,,,,,,,,
9494040,Nestor Subiat,Nestor,Subiat,,1966-04-23,80,Suiza,DEL,9400080,Otros-Suiza,,,75,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,87495,https://www.bdfutbol.com/en/j/j87495.html,Nestor Subiat,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,CHE,14,9494040.jpg,,,,,,,,,,,,,,,,,,
9494041,Marco Grassi,Marco,Grassi,,1968-08-08,80,Suiza,DEL,9400080,Otros-Suiza,,,75,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,87573,https://www.bdfutbol.com/en/j/j87573.html,Marco Grassi,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,CHE,15,9494041.jpg,,,,,,,,,,,,,,,,,,
9494042,Thomas Bickel,Thomas,Bickel,,1963-10-06,80,Suiza,MED,9400080,Otros-Suiza,,,75,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,713171,https://www.bdfutbol.com/en/j/j713171.html,Thomas Bickel,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,CHE,16,9494042.jpg,,,,,,,,,,,,,,,,,,
9494043,Sébastien Fournier,Sébastien,Fournier,,1971-06-27,80,Suiza,MED,9400080,Otros-Suiza,,,74,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,98596,https://www.bdfutbol.com/en/j/j98596.html,Sébastien Fournier,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,CHE,17,9494043.jpg,,,,,,,,,,,,,,,,,,
9494044,Martin Rueda,Martin,Rueda,,1963-01-09,80,Suiza,DEF,9400080,Otros-Suiza,,,76,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,701914,https://www.bdfutbol.com/en/j/j701914.html,Martin Rueda,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,CHE,18,9494044.jpg,,,,,,,,,,,,,,,,,,
9494045,Jürg Studer,Jürg,Studer,,1966-09-08,80,Suiza,DEF,9400080,Otros-Suiza,,,74,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179088,Jürg Studer,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,CHE,19,9494045.jpg,,,,,,,,,,,,,,,,,,
9494046,Patrick Sylvestre,Patrick,Sylvestre,,1968-09-01,80,Suiza,MED,9400080,Otros-Suiza,,,74,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,701527,https://www.bdfutbol.com/en/j/j701527.html,Patrick Sylvestre,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,CHE,20,9494046.jpg,,,,,,,,,,,,,,,,,,
9494047,Thomas Wyss,Thomas,Wyss,,1966-08-29,80,Suiza,MED,9400080,Otros-Suiza,,,76,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,713316,https://www.bdfutbol.com/en/j/j713316.html,Thomas Wyss,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,CHE,21,9494047.jpg,,,,,,,,,,,,,,,,,,
9494048,Martin Brunner,Martin,Brunner,,1963-04-23,80,Suiza,POR,9400080,Otros-Suiza,,,76,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,713195,https://www.bdfutbol.com/en/j/j713195.html,Martin Brunner,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,CHE,22,9494048.jpg,,,,,,,,,,,,,,,,,,
9494049,Mike Lapper,Mike,Lapper,,1970-09-28,38,Estados Unidos,DEF,9400038,Otros-Estados Unidos,,,73,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179933,Mike Lapper,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,USA,2,9494049.jpg,,,,,,,,,,,,,,,,,,
9494050,Mike Burns,Mike,Burns,,1970-09-14,38,Estados Unidos,DEF,9400038,Otros-Estados Unidos,,,73,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=42313,Mike Burns,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,USA,3,9494050.jpg,,,,,,,,,,,,,,,,,,
9494051,Thomas Dooley,Thomas,Dooley,,1961-05-12,38,Estados Unidos,MED,9400038,Otros-Estados Unidos,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,98602,https://www.bdfutbol.com/en/j/j98602.html,Thomas Dooley,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,USA,5,9494051.jpg,,,,,,,,,,,,,,,,,,
9494052,John Harkes,John,Harkes,,1967-03-08,38,Estados Unidos,MED,9400038,Otros-Estados Unidos,,,78,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,98987,https://www.bdfutbol.com/en/j/j98987.html,John Harkes,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,USA,6,9494052.jpg,,,,,,,,,,,,,,,,,,
9494053,Hugo Pérez,Hugo,Pérez,,1963-11-08,38,Estados Unidos,MED,734,Los Angeles Salsa,,,73,fixed_source_comparable_review_0.23,False,,Los Angeles Salsa,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179930,Hugo Pérez,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,USA,7,9494053.jpg,,,,,,,,,,,,,,,,,,
9494054,Eric Wynalda,Eric,Wynalda,,1969-06-09,38,Estados Unidos,DEL,9400038,Otros-Estados Unidos,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,80026,https://www.bdfutbol.com/en/j/j80026.html,Eric Wynalda,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,USA,11,9494054.jpg,,,,,,,,,,,,,,,,,,
